Gene stable ID,Gene name,Gene type,Database of genes from NCBI RefSeq genomes ID
LOC117184384,,lncRNA,117184384
LOC117183941,,lncRNA,117183941
LOC4814487,,protein_coding,4814487
LOC4805018,,protein_coding,4805018
LOC6897161,,protein_coding,6897161
LOC117184485,,lncRNA,117184485
LOC4811836,,protein_coding,4811836
LOC6898806,,protein_coding,6898806
LOC6902927,,protein_coding,6902927
LOC117184481,,lncRNA,117184481
LOC6899003,,protein_coding,6899003
LOC6898885,,protein_coding,6898885
LOC4800704,,protein_coding,4800704
LOC4801563,,protein_coding,4801563
LOC6899845,,protein_coding,6899845
LOC6901942,,protein_coding,6901942
LOC6896972,,protein_coding,6896972
LOC4814555,,protein_coding,4814555
LOC4803405,,protein_coding,4803405
LOC4811784,,protein_coding,4811784
LOC4805195,,protein_coding,4805195
LOC4815667,,protein_coding,4815667
LOC4805315,,protein_coding,4805315
LOC4812316,,protein_coding,4812316
LOC6900599,,protein_coding,6900599
LOC4817061,,protein_coding,4817061
LOC4817666,,protein_coding,4817666
LOC4802112,,protein_coding,4802112
LOC4812281,,protein_coding,4812281
LOC26533318,,lncRNA,26533318
LOC4815638,,protein_coding,4815638
LOC117184030,,lncRNA,117184030
LOC4816838,,protein_coding,4816838
LOC4813038,,protein_coding,4813038
LOC4801498,,protein_coding,4801498
LOC6899888,,protein_coding,6899888
LOC6898629,,protein_coding,6898629
LOC4817959,,protein_coding,4817959
LOC4801678,,protein_coding,4801678
LOC4804589,,protein_coding,4804589
LOC6902373,,protein_coding,6902373
LOC4813838,,protein_coding,4813838
LOC4817844,,protein_coding,4817844
LOC4812179,,protein_coding,4812179
LOC4813552,,protein_coding,4813552
LOC4813848,,protein_coding,4813848
LOC117183808,Trnay-gua-3,tRNA,117183808
LOC26532154,,protein_coding,26532154
LOC4803870,,protein_coding,4803870
LOC4800407,,protein_coding,4800407
LOC117184713,,lncRNA,117184713
LOC4805348,,protein_coding,4805348
LOC4800620,,protein_coding,4800620
LOC6902539,,protein_coding,6902539
LOC6898027,,pseudogene,6898027
LOC26532457,,lncRNA,26532457
LOC6903420,,protein_coding,6903420
LOC4805000,,protein_coding,4805000
LOC4816181,,protein_coding,4816181
LOC4815593,,protein_coding,4815593
LOC4804310,,protein_coding,4804310
LOC117184512,,lncRNA,117184512
LOC6898699,,protein_coding,6898699
LOC26532704,,protein_coding,26532704
LOC6897101,,protein_coding,6897101
LOC4814807,,protein_coding,4814807
LOC117184328,Trnad-guc-12,tRNA,117184328
LOC4800897,,protein_coding,4800897
LOC6898969,,protein_coding,6898969
LOC26533203,,protein_coding,26533203
LOC4803077,,lncRNA,4803077
LOC6898364,,protein_coding,6898364
LOC4803434,,protein_coding,4803434
LOC4815439,,protein_coding,4815439
LOC26533021,,protein_coding,26533021
LOC4812789,,protein_coding,4812789
LOC4813688,,protein_coding,4813688
LOC117184507,,lncRNA,117184507
LOC4803048,,protein_coding,4803048
LOC4804354,,protein_coding,4804354
LOC6898743,,protein_coding,6898743
LOC6901918,,protein_coding,6901918
LOC26532325,,protein_coding,26532325
LOC4815471,,protein_coding,4815471
LOC4816023,,protein_coding,4816023
LOC4804638,,protein_coding,4804638
LOC6899502,,protein_coding,6899502
LOC6903602,,protein_coding,6903602
LOC4803458,,protein_coding,4803458
LOC26532870,,protein_coding,26532870
LOC4813181,,protein_coding,4813181
LOC117184016,,lncRNA,117184016
LOC4816800,,protein_coding,4816800
LOC6903478,,protein_coding,6903478
LOC6898182,,protein_coding,6898182
LOC117185149,,lncRNA,117185149
LOC4814855,,protein_coding,4814855
LOC4813651,,protein_coding,4813651
LOC4815301,,protein_coding,4815301
LOC6903641,,protein_coding,6903641
LOC4801129,,protein_coding,4801129
LOC6901172,,protein_coding,6901172
LOC6900035,,protein_coding,6900035
LOC117183846,Trnar-acg-6,tRNA,117183846
LOC4804030,,protein_coding,4804030
LOC117183354,,protein_coding,117183354
LOC6903087,,protein_coding,6903087
LOC4801838,,protein_coding,4801838
LOC4815887,,protein_coding,4815887
LOC4817871,,protein_coding,4817871
LOC6898310,,protein_coding,6898310
LOC4800834,,protein_coding,4800834
LOC4802647,,protein_coding,4802647
LOC117184059,,lncRNA,117184059
LOC4805669,,protein_coding,4805669
LOC6901001,,protein_coding,6901001
LOC4816355,,protein_coding,4816355
LOC117183899,,protein_coding,117183899
LOC4803214,,protein_coding,4803214
LOC4803568,,protein_coding,4803568
LOC6897090,,protein_coding,6897090
LOC26532436,,lncRNA,26532436
LOC26534117,,lncRNA,26534117
LOC4812430,,protein_coding,4812430
LOC15382884,,protein_coding,15382884
LOC6902923,,protein_coding,6902923
LOC4814653,,protein_coding,4814653
LOC4814966,,protein_coding,4814966
LOC6902473,,protein_coding,6902473
LOC6901612,,protein_coding,6901612
LOC117184038,,protein_coding,117184038
LOC4803091,,protein_coding,4803091
LOC117184500,,lncRNA,117184500
LOC4813359,,protein_coding,4813359
LOC4804820,,protein_coding,4804820
LOC6898601,,protein_coding,6898601
LOC6901149,,protein_coding,6901149
LOC117183683,,protein_coding,117183683
LOC4803472,,protein_coding,4803472
LOC4814048,,protein_coding,4814048
LOC4803163,,protein_coding,4803163
LOC4801808,,protein_coding,4801808
LOC6901901,,protein_coding,6901901
LOC6903221,,protein_coding,6903221
LOC4817000,,protein_coding,4817000
LOC4811832,,protein_coding,4811832
LOC4814993,,protein_coding,4814993
LOC4818185,,protein_coding,4818185
LOC4816180,,protein_coding,4816180
LOC4814926,,protein_coding,4814926
LOC13036500,,protein_coding,13036500
LOC4816941,,protein_coding,4816941
LOC6898193,,protein_coding,6898193
LOC4812447,,protein_coding,4812447
LOC4801275,,protein_coding,4801275
LOC4801418,,protein_coding,4801418
LOC26533991,,lncRNA,26533991
LOC4818178,,protein_coding,4818178
LOC26534234,,lncRNA,26534234
LOC26532078,,protein_coding,26532078
LOC6897736,,protein_coding,6897736
LOC117185114,,protein_coding,117185114
LOC4812647,,protein_coding,4812647
LOC4803614,,protein_coding,4803614
LOC6899119,,protein_coding,6899119
LOC4801785,,protein_coding,4801785
LOC117184508,,lncRNA,117184508
LOC6903581,,protein_coding,6903581
LOC6901477,,protein_coding,6901477
LOC4815266,,protein_coding,4815266
LOC4803897,,protein_coding,4803897
LOC26532880,,lncRNA,26532880
LOC6897454,,protein_coding,6897454
LOC4816658,,protein_coding,4816658
LOC4803990,,protein_coding,4803990
LOC117185574,,rRNA,117185574
LOC6899116,,protein_coding,6899116
LOC4812930,,protein_coding,4812930
LOC6896947,,protein_coding,6896947
LOC6898930,,protein_coding,6898930
LOC4816977,,protein_coding,4816977
LOC6903278,,protein_coding,6903278
LOC4816681,,protein_coding,4816681
LOC4802437,,protein_coding,4802437
LOC4815931,,protein_coding,4815931
LOC4817145,,protein_coding,4817145
LOC4804545,,protein_coding,4804545
LOC4802338,,protein_coding,4802338
LOC117183942,,lncRNA,117183942
LOC4814292,,protein_coding,4814292
LOC4800464,,protein_coding,4800464
LOC4801044,,protein_coding,4801044
LOC6903320,,protein_coding,6903320
LOC6899079,,snoRNA,6899079
LOC26533625,,protein_coding,26533625
LOC6897195,,protein_coding,6897195
LOC4801149,,protein_coding,4801149
LOC26532720,,lncRNA,26532720
LOC6902316,,protein_coding,6902316
LOC4814554,,protein_coding,4814554
LOC6898813,,protein_coding,6898813
LOC6898639,,protein_coding,6898639
LOC6899125,,protein_coding,6899125
LOC117183887,Trnan-guu-9,tRNA,117183887
LOC4818061,,protein_coding,4818061
LOC4800421,,protein_coding,4800421
LOC4802771,,protein_coding,4802771
LOC117185160,,lncRNA,117185160
LOC26533271,,protein_coding,26533271
LOC4816352,,protein_coding,4816352
LOC117184999,,lncRNA,117184999
LOC4802039,,protein_coding,4802039
LOC26534383,,protein_coding,26534383
LOC4800417,,protein_coding,4800417
LOC4816146,,protein_coding,4816146
LOC4801443,,protein_coding,4801443
LOC4816723,,protein_coding,4816723
LOC4812386,,protein_coding,4812386
LOC4814035,,protein_coding,4814035
LOC6898151,,protein_coding,6898151
LOC4817820,,protein_coding,4817820
LOC6897926,,protein_coding,6897926
LOC4803452,,protein_coding,4803452
LOC117185600,,protein_coding,117185600
LOC4814839,,protein_coding,4814839
LOC117184417,,protein_coding,117184417
LOC117185364,Trnas-cga-3,tRNA,117185364
LOC4813678,,protein_coding,4813678
LOC4803580,,protein_coding,4803580
LOC6902885,,protein_coding,6902885
LOC26533633,,protein_coding,26533633
LOC4812471,,protein_coding,4812471
LOC4803523,,protein_coding,4803523
LOC4812315,,protein_coding,4812315
LOC6897646,,protein_coding,6897646
LOC4802694,,protein_coding,4802694
LOC4805169,,protein_coding,4805169
LOC117184812,,protein_coding,117184812
LOC4803333,,protein_coding,4803333
LOC6898864,,protein_coding,6898864
LOC26532566,,lncRNA,26532566
LOC6901564,,protein_coding,6901564
LOC4813520,,protein_coding,4813520
LOC117184620,,protein_coding,117184620
LOC6897410,,protein_coding,6897410
LOC4814117,,protein_coding,4814117
LOC4817306,,protein_coding,4817306
LOC4816842,,protein_coding,4816842
LOC6900155,,protein_coding,6900155
LOC6903117,,protein_coding,6903117
LOC4803019,,protein_coding,4803019
LOC4814957,,protein_coding,4814957
LOC117183406,,lncRNA,117183406
LOC26532522,,protein_coding,26532522
LOC6896665,,protein_coding,6896665
LOC4817005,,protein_coding,4817005
LOC6897017,,protein_coding,6897017
LOC6903500,,protein_coding,6903500
LOC117183296,,lncRNA,117183296
LOC4803695,,protein_coding,4803695
LOC4805615,,protein_coding,4805615
LOC26533923,,protein_coding,26533923
LOC4801689,,protein_coding,4801689
LOC6903256,,protein_coding,6903256
LOC117184271,,lncRNA,117184271
LOC4804766,,protein_coding,4804766
LOC4816134,,protein_coding,4816134
LOC117184962,,lncRNA,117184962
LOC6900149,,protein_coding,6900149
LOC117184955,,protein_coding,117184955
LOC26531972,,protein_coding,26531972
LOC117183381,,protein_coding,117183381
LOC6900756,,protein_coding,6900756
LOC6897785,,protein_coding,6897785
LOC117184442,,protein_coding,117184442
LOC6901218,,lncRNA,6901218
LOC6901510,,protein_coding,6901510
LOC4803959,,protein_coding,4803959
LOC4805077,,protein_coding,4805077
LOC117185597,,lncRNA,117185597
LOC4815930,,protein_coding,4815930
LOC117185462,,rRNA,117185462
LOC4815156,,protein_coding,4815156
LOC117183912,,lncRNA,117183912
LOC4815495,,protein_coding,4815495
LOC6897235,,protein_coding,6897235
LOC4805597,,protein_coding,4805597
LOC4805603,,protein_coding,4805603
LOC6897365,,protein_coding,6897365
LOC4813624,,protein_coding,4813624
LOC6903643,,protein_coding,6903643
LOC6899225,,protein_coding,6899225
LOC4804670,,protein_coding,4804670
LOC4804300,,protein_coding,4804300
LOC4802714,,protein_coding,4802714
LOC26532088,,lncRNA,26532088
LOC4817153,,protein_coding,4817153
LOC6898847,,protein_coding,6898847
LOC6897693,,protein_coding,6897693
LOC4800947,,protein_coding,4800947
LOC6901073,,protein_coding,6901073
LOC117183474,Trnac-gca,tRNA,117183474
LOC4800826,,protein_coding,4800826
LOC6902088,,protein_coding,6902088
LOC117183774,,protein_coding,117183774
LOC4811884,,protein_coding,4811884
LOC4815609,,protein_coding,4815609
LOC26533473,,lncRNA,26533473
LOC6896724,,protein_coding,6896724
LOC4817292,,protein_coding,4817292
LOC4802028,,protein_coding,4802028
LOC4804203,,protein_coding,4804203
LOC4815322,,protein_coding,4815322
LOC4803779,,protein_coding,4803779
LOC26533518,,lncRNA,26533518
LOC4804254,,protein_coding,4804254
LOC4802335,,protein_coding,4802335
LOC117185111,,lncRNA,117185111
LOC117184990,,lncRNA,117184990
LOC6903867,,pseudogene,6903867
LOC4813106,,protein_coding,4813106
LOC4813388,,protein_coding,4813388
LOC26532759,,protein_coding,26532759
LOC4804342,,protein_coding,4804342
LOC4802367,,protein_coding,4802367
LOC6897143,,protein_coding,6897143
LOC4817470,,protein_coding,4817470
LOC4805628,,protein_coding,4805628
LOC26533927,,protein_coding,26533927
LOC6898428,,protein_coding,6898428
LOC4803501,,protein_coding,4803501
LOC6903370,,protein_coding,6903370
LOC6897104,,protein_coding,6897104
LOC117184814,,lncRNA,117184814
LOC117183350,,lncRNA,117183350
LOC4801115,,protein_coding,4801115
LOC117183830,Trnag-gcc-2,tRNA,117183830
LOC6897236,,protein_coding,6897236
LOC4801354,,protein_coding,4801354
LOC6903074,,protein_coding,6903074
LOC4804982,,protein_coding,4804982
LOC4804263,,protein_coding,4804263
LOC4802590,,protein_coding,4802590
LOC6899416,,protein_coding,6899416
LOC117184542,,protein_coding,117184542
LOC117183550,,lncRNA,117183550
LOC6901040,,protein_coding,6901040
LOC4802681,,protein_coding,4802681
LOC26533249,,protein_coding,26533249
LOC4817571,,protein_coding,4817571
LOC117183938,,protein_coding,117183938
LOC4817410,,protein_coding,4817410
LOC4801345,,protein_coding,4801345
LOC4815783,,protein_coding,4815783
LOC117184351,,lncRNA,117184351
LOC4803357,,protein_coding,4803357
LOC117183435,Trnaw-cca-2,tRNA,117183435
LOC26533090,,protein_coding,26533090
LOC4811764,,protein_coding,4811764
LOC4813593,,protein_coding,4813593
LOC6897026,,protein_coding,6897026
LOC4802174,,protein_coding,4802174
LOC4802820,,protein_coding,4802820
LOC4805391,,protein_coding,4805391
LOC4814652,,protein_coding,4814652
LOC6896956,,protein_coding,6896956
LOC6897697,,protein_coding,6897697
LOC4812427,,protein_coding,4812427
LOC6901153,,protein_coding,6901153
LOC6898921,,protein_coding,6898921
LOC4805587,,protein_coding,4805587
LOC6896816,,protein_coding,6896816
LOC4817575,,protein_coding,4817575
LOC26533942,,protein_coding,26533942
LOC4804776,,protein_coding,4804776
LOC6902710,,protein_coding,6902710
LOC4816559,,protein_coding,4816559
LOC4812159,,protein_coding,4812159
LOC6897820,,protein_coding,6897820
LOC117184249,,lncRNA,117184249
LOC4817196,,protein_coding,4817196
LOC4805716,,protein_coding,4805716
LOC6902398,,protein_coding,6902398
LOC4802531,,protein_coding,4802531
LOC4802204,,protein_coding,4802204
LOC6899446,,protein_coding,6899446
LOC117185007,,lncRNA,117185007
LOC117184370,,protein_coding,117184370
LOC6903276,,protein_coding,6903276
LOC4815250,,protein_coding,4815250
LOC4802137,,protein_coding,4802137
LOC4802319,,protein_coding,4802319
LOC4812811,,protein_coding,4812811
LOC6904059,,protein_coding,6904059
LOC6898429,,protein_coding,6898429
LOC26534044,,lncRNA,26534044
LOC6898451,,protein_coding,6898451
LOC117183953,,protein_coding,117183953
LOC4812966,,protein_coding,4812966
LOC6901158,,protein_coding,6901158
LOC4816837,,protein_coding,4816837
LOC6897798,,protein_coding,6897798
LOC4814161,,protein_coding,4814161
LOC6897249,,protein_coding,6897249
LOC6902196,,protein_coding,6902196
LOC4814331,,protein_coding,4814331
LOC117185604,,protein_coding,117185604
LOC117184114,,lncRNA,117184114
LOC6903160,,protein_coding,6903160
LOC4805461,,protein_coding,4805461
LOC26533028,,lncRNA,26533028
LOC6903362,,protein_coding,6903362
LOC4801891,,protein_coding,4801891
LOC4815598,,protein_coding,4815598
LOC26534355,,lncRNA,26534355
LOC117185192,,lncRNA,117185192
LOC4800755,,protein_coding,4800755
LOC6903419,,lncRNA,6903419
LOC6902888,,protein_coding,6902888
LOC4815175,,protein_coding,4815175
LOC4812448,,protein_coding,4812448
LOC6898487,,protein_coding,6898487
LOC117183840,Trnak-cuu-7,tRNA,117183840
LOC26533794,,protein_coding,26533794
LOC4804719,,protein_coding,4804719
LOC4805210,,protein_coding,4805210
LOC6897703,,protein_coding,6897703
LOC117185278,,rRNA,117185278
LOC6901256,,protein_coding,6901256
LOC4805178,,protein_coding,4805178
LOC4804507,,protein_coding,4804507
LOC6901429,,protein_coding,6901429
LOC6901505,,protein_coding,6901505
LOC26532990,,lncRNA,26532990
LOC6898784,,protein_coding,6898784
LOC4812157,,protein_coding,4812157
LOC4803388,,protein_coding,4803388
LOC4803066,,protein_coding,4803066
LOC4801865,,protein_coding,4801865
LOC6900025,,protein_coding,6900025
LOC4802765,,protein_coding,4802765
LOC6901756,,protein_coding,6901756
LOC6899938,,protein_coding,6899938
LOC26534042,,lncRNA,26534042
LOC4816302,,protein_coding,4816302
LOC4801812,,protein_coding,4801812
LOC4805685,,protein_coding,4805685
LOC6899104,,protein_coding,6899104
LOC4802769,,protein_coding,4802769
LOC4814144,,protein_coding,4814144
LOC4804570,,protein_coding,4804570
LOC4813840,,protein_coding,4813840
LOC4805402,,protein_coding,4805402
LOC117184535,,protein_coding,117184535
LOC4813586,,protein_coding,4813586
LOC4816052,,protein_coding,4816052
LOC4814496,,protein_coding,4814496
LOC4812801,,protein_coding,4812801
LOC4817761,,protein_coding,4817761
LOC4816785,,protein_coding,4816785
LOC4803447,,protein_coding,4803447
LOC6901017,,protein_coding,6901017
LOC117184004,,protein_coding,117184004
LOC4817729,,protein_coding,4817729
LOC4817194,,protein_coding,4817194
LOC4812603,,protein_coding,4812603
LOC4813344,,protein_coding,4813344
LOC4816204,,protein_coding,4816204
LOC117184777,,lncRNA,117184777
LOC4815607,,protein_coding,4815607
LOC4805444,,protein_coding,4805444
LOC117184256,,protein_coding,117184256
LOC4804664,,protein_coding,4804664
LOC6902520,,protein_coding,6902520
LOC6902705,,protein_coding,6902705
LOC4813680,,protein_coding,4813680
LOC26534422,,lncRNA,26534422
LOC6900044,,protein_coding,6900044
LOC4814201,,protein_coding,4814201
LOC4817913,,protein_coding,4817913
LOC26533620,,protein_coding,26533620
LOC117183771,,lncRNA,117183771
LOC26534210,,protein_coding,26534210
LOC4804538,,protein_coding,4804538
LOC4815365,,protein_coding,4815365
LOC6896655,,protein_coding,6896655
LOC117183209,,lncRNA,117183209
LOC6902580,,protein_coding,6902580
LOC4803820,,protein_coding,4803820
LOC117185488,,rRNA,117185488
LOC4817216,,protein_coding,4817216
LOC117184667,,protein_coding,117184667
